,Марка,Модель,Год выпуска,Город продажи,Тип топлива,"Объем двигателя, л.","Мощность, л.с.",Коробка передач,Привод,Цвет,"Пробег, км",Поколение,Количество регистраций,"Цена, руб."
213,Porsche,Macan,2014,Красноярск,бензин,3.0,340.0,робот,4WD,белый,123000.0,1 поколение,4.0,2799000
214,Porsche,Cayenne,2008,Чита,бензин,4.8,500.0,АКПП,4WD,черный,142000.0,"1 поколение, рестайлинг",6.0,1500000
215,Porsche,Cayenne Coupe,2022,Краснодар,бензин,3.0,340.0,АКПП,4WD,черный,53.0,1 поколение,,12500000
216,Porsche,Cayenne,2015,Новосибирск,бензин,3.6,440.0,АКПП,4WD,коричневый,110000.0,"2 поколение, рестайлинг",5.0,4290000
217,Porsche,Panamera,2010,Тюмень,бензин,3.6,300.0,робот,4WD,синий,107777.0,1 поколение,6.0,2590000
218,Porsche,Cayenne,2003,Томск,бензин,4.5,340.0,АКПП,4WD,белый,262000.0,1 поколение,5.0,720000
219,Porsche,Cayman,2019,Челябинск,бензин,2.0,300.0,робот,задний,серый,32000.0,3 поколение,,4990000
220,Porsche,Cayenne,2011,Новосибирск,бензин,4.8,400.0,АКПП,4WD,черный,145000.0,2 поколение,5.0,2559000
221,Porsche,Cayenne,2011,Иркутск,бензин,4.8,400.0,АКПП,4WD,белый,164000.0,2 поколение,6.0,2620000
222,Porsche,Cayenne,2016,Кемерово,дизель,3.0,245.0,АКПП,4WD,золотистый,159000.0,"2 поколение, рестайлинг",2.0,3999999
223,Porsche,Cayenne,2011,Нижневартовск,бензин,3.6,300.0,АКПП,4WD,коричневый,180000.0,2 поколение,4.0,2500000
224,Porsche,Cayenne,2009,Новосибирск,дизель,3.0,240.0,АКПП,4WD,черный,228529.0,"1 поколение, рестайлинг",5.0,1695000
225,Porsche,Cayenne,2016,Санкт-Петербург,дизель,3.0,245.0,АКПП,4WD,синий,125000.0,"2 поколение, рестайлинг",4.0,4250000
226,Porsche,Cayenne,2014,Омск,дизель,3.0,245.0,АКПП,4WD,красный,141000.0,2 поколение,3.0,3700000
227,Porsche,Cayenne,2012,Новосибирск,бензин,3.6,300.0,АКПП,4WD,черный,112000.0,2 поколение,1.0,3090000
228,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,синий,,3 поколение,,13670000
229,Porsche,Cayenne,2013,Новосибирск,бензин,4.8,420.0,АКПП,4WD,черный,126700.0,2 поколение,4.0,2590000
230,Porsche,Cayenne,2016,Красноярск,дизель,3.0,245.0,АКПП,4WD,черный,51000.0,"2 поколение, рестайлинг",3.0,4800000
231,Porsche,Cayenne,2013,Новосибирск,бензин,3.6,300.0,АКПП,4WD,белый,186000.0,2 поколение,4.0,2700000
232,Porsche,Cayenne,2007,Челябинск,бензин,4.8,385.0,АКПП,4WD,черный,186000.0,"1 поколение, рестайлинг",10.0,850000
233,Porsche,Cayenne,2008,Улан-Удэ,бензин,4.8,500.0,АКПП,4WD,зеленый,186154.0,"1 поколение, рестайлинг",13.0,1260000
234,Porsche,Panamera,2013,Санкт-Петербург,бензин,3.6,300.0,робот,4WD,белый,90000.0,1 поколение,4.0,2678000
235,Porsche,Cayenne,2020,Москва,бензин,3.0,340.0,АКПП,4WD,черный,58099.0,3 поколение,3.0,8350000
236,Porsche,Cayenne,2008,Иркутск,бензин,4.8,500.0,АКПП,4WD,черный,215000.0,"1 поколение, рестайлинг",9.0,950000
237,Porsche,Cayenne,2015,Усть-Илимск,дизель,3.0,245.0,АКПП,4WD,белый,107000.0,"2 поколение, рестайлинг",5.0,4500000
238,Porsche,Cayenne,2012,Улан-Удэ,бензин,3.6,300.0,АКПП,4WD,черный,185000.0,2 поколение,4.0,2450000
239,Porsche,Cayenne,2011,Томск,бензин,4.8,400.0,АКПП,4WD,белый,152000.0,2 поколение,4.0,2299000
240,Porsche,Cayenne,2012,Новосибирск,бензин,4.8,420.0,АКПП,4WD,красный,101000.0,2 поколение,2.0,3150000
241,Porsche,Cayenne,2012,Иркутск,дизель,3.0,245.0,АКПП,4WD,черный,167000.0,2 поколение,8.0,2900000
242,Porsche,Cayenne,2011,Химки,бензин,4.8,400.0,АКПП,4WD,коричневый,88000.0,2 поколение,2.0,2999999
243,Porsche,Panamera,2017,Москва,бензин,3.0,330.0,робот,4WD,коричневый,110000.0,2 поколение,3.0,6590000
244,Porsche,Cayenne,2012,Чебоксары,дизель,3.0,245.0,АКПП,4WD,белый,198000.0,2 поколение,5.0,2550000
245,Porsche,Cayenne,2012,Новый Уренгой,дизель,3.0,245.0,АКПП,4WD,синий,210000.0,2 поколение,5.0,2900000
246,Porsche,Cayenne,2022,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,коричневый,17.0,3 поколение,,14835966
247,Porsche,Cayenne,2016,Москва,бензин,3.6,440.0,АКПП,4WD,черный,105000.0,"2 поколение, рестайлинг",2.0,4343000
248,Porsche,Cayenne,2007,Пермь,бензин,4.8,385.0,АКПП,4WD,,195000.0,"1 поколение, рестайлинг",7.0,795000
249,Porsche,Cayenne,2003,Барнаул,бензин,4.5,340.0,АКПП,4WD,черный,370684.0,1 поколение,12.0,700000
250,Porsche,Macan,2017,Москва,бензин,3.0,340.0,робот,4WD,коричневый,57000.0,1 поколение,4.0,3399000
251,Porsche,Macan,2021,Москва,бензин,2.0,252.0,робот,4WD,серый,13000.0,"1 поколение, рестайлинг",1.0,6600000
252,Porsche,Cayenne,2021,Нижний Новгород,бензин,3.0,340.0,АКПП,4WD,черный,33000.0,3 поколение,1.0,9800000
253,Porsche,Cayenne,2008,Новосибирск,бензин,4.8,385.0,АКПП,4WD,черный,159600.0,"1 поколение, рестайлинг",2.0,1350000
254,Porsche,Macan,2021,Москва,бензин,2.9,440.0,робот,4WD,серый,17000.0,"1 поколение, рестайлинг",,8800000
255,Porsche,Cayenne,2011,Екатеринбург,бензин,4.8,400.0,АКПП,4WD,белый,185000.0,2 поколение,3.0,2000000
256,Porsche,Cayenne,2012,Москва,бензин,4.8,500.0,АКПП,4WD,черный,165000.0,2 поколение,6.0,2700000
257,Porsche,Macan,2019,Москва,бензин,2.0,252.0,робот,4WD,синий,23724.0,"1 поколение, рестайлинг",1.0,6200000
258,Porsche,Cayenne,2013,Екатеринбург,бензин,3.6,300.0,АКПП,4WD,черный,123768.0,2 поколение,6.0,2650000
259,Porsche,Cayenne,2009,Москва,бензин,4.8,405.0,АКПП,4WD,белый,30000.0,"1 поколение, рестайлинг",4.0,1200000
260,Porsche,Panamera,2011,Отрадный,бензин,4.8,400.0,робот,4WD,черный,160000.0,1 поколение,8.0,2190000
261,Porsche,Cayenne,2017,Красноярск,дизель,4.1,385.0,АКПП,4WD,черный,40000.0,"2 поколение, рестайлинг",2.0,7500000
262,Porsche,Cayenne,2012,Симферополь,бензин,3.6,300.0,АКПП,4WD,белый,160000.0,2 поколение,5.0,2450000
263,Porsche,Macan,2015,Сочи,бензин,3.6,400.0,робот,4WD,белый,110000.0,1 поколение,5.0,3000000
264,Porsche,Panamera,2017,Воронеж,бензин,4.0,550.0,робот,4WD,синий,68012.0,2 поколение,2.0,8299000
265,Porsche,Cayenne,2015,Иркутск,дизель,3.0,245.0,АКПП,4WD,коричневый,142000.0,"2 поколение, рестайлинг",4.0,4500000
266,Porsche,911,2007,Тверь,бензин,3.8,355.0,АКПП,задний,синий,159873.0,6 поколение,3.0,3300000
267,Porsche,Cayenne,2020,Ярославль,бензин,3.0,340.0,АКПП,4WD,белый,37044.0,3 поколение,1.0,10499000
268,Porsche,Cayenne,2007,Новосибирск,бензин,4.8,385.0,АКПП,4WD,,197000.0,"1 поколение, рестайлинг",5.0,1100000
269,Porsche,Taycan,2021,Москва,,,761.0,автомат,4WD,серый,17.0,,,19500000
270,Porsche,Cayenne,2016,Сочи,бензин,3.6,300.0,АКПП,4WD,белый,90000.0,"2 поколение, рестайлинг",1.0,4700000
271,Porsche,911,2004,Москва,бензин,3.6,320.0,механика,4WD,черный,137000.0,"5 поколение, 2 рестайлинг",5.0,2150000
272,Porsche,Panamera,2011,Москва,бензин,4.8,400.0,робот,4WD,белый,113006.0,1 поколение,3.0,2399000
273,Porsche,Cayenne,2015,Барнаул,бензин,3.6,420.0,АКПП,4WD,коричневый,73000.0,"2 поколение, рестайлинг",3.0,4150000
274,Porsche,Cayenne,2019,Калуга,бензин,2.9,440.0,АКПП,4WD,черный,69000.0,3 поколение,,7550000
275,Porsche,911,2007,Самара,бензин,3.8,355.0,АКПП,4WD,белый,33059.0,6 поколение,2.0,3899000
276,Porsche,Cayenne,2003,Иркутск,бензин,4.5,340.0,АКПП,4WD,серебристый,130000.0,1 поколение,15.0,650000
277,Porsche,Cayenne,2010,Липецк,бензин,4.8,500.0,АКПП,4WD,белый,84000.0,2 поколение,13.0,2500000
278,Porsche,Cayenne,2006,Симферополь,бензин,3.2,250.0,АКПП,4WD,черный,4000.0,1 поколение,2.0,750000
279,Porsche,Cayenne,2003,Ялта,бензин,4.5,450.0,АКПП,4WD,черный,220000.0,1 поколение,8.0,400000
280,Porsche,Cayenne,2008,Томск,бензин,4.8,550.0,АКПП,4WD,черный,129900.0,"1 поколение, рестайлинг",2.0,1360000
281,Porsche,Cayenne,2013,Новосибирск,бензин,3.6,300.0,АКПП,4WD,белый,145000.0,2 поколение,4.0,2320000
282,Porsche,Cayenne,2016,Санкт-Петербург,дизель,3.0,245.0,АКПП,4WD,черный,165000.0,"2 поколение, рестайлинг",5.0,3749500
283,Porsche,Cayenne,2011,Пермь,бензин,4.8,400.0,АКПП,4WD,фиолетовый,112300.0,2 поколение,5.0,1640000
284,Porsche,Cayenne,2016,Краснодар,бензин,3.6,300.0,АКПП,4WD,синий,115000.0,"2 поколение, рестайлинг",7.0,4100000
285,Porsche,Cayenne,2007,Первоуральск,бензин,4.8,500.0,АКПП,4WD,синий,191000.0,"1 поколение, рестайлинг",9.0,950000
286,Porsche,Cayenne,2007,Сочи,бензин,4.8,500.0,АКПП,4WD,черный,205000.0,"1 поколение, рестайлинг",4.0,990000
287,Porsche,Cayenne,2013,Омск,бензин,4.8,420.0,АКПП,4WD,белый,106000.0,2 поколение,9.0,2980000
288,Porsche,Cayenne,2008,Мурманск,бензин,3.6,290.0,АКПП,4WD,серый,173000.0,"1 поколение, рестайлинг",6.0,1295000
289,Porsche,Panamera,2009,Симферополь,бензин,4.8,400.0,автомат,задний,белый,100000.0,1 поколение,7.0,2340000
290,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,серый,,3 поколение,,13890000
291,Porsche,Cayenne,2017,Киров,бензин,3.6,300.0,АКПП,4WD,коричневый,43720.0,"2 поколение, рестайлинг",1.0,5099000
292,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,белый,,3 поколение,1.0,14500000
293,Porsche,Macan,2022,Москва,бензин,2.0,265.0,робот,4WD,черный,,"1 поколение, 2 рестайлинг",1.0,10180000
294,Porsche,Cayenne,2003,Нижний Новгород,бензин,4.5,340.0,АКПП,4WD,,,1 поколение,,570000
295,Porsche,Macan,2016,Екатеринбург,бензин,3.6,400.0,робот,4WD,черный,48000.0,1 поколение,1.0,4990000
296,Porsche,Cayenne,2012,Новосибирск,бензин,3.6,300.0,АКПП,4WD,серый,178411.0,2 поколение,4.0,2769000
297,Porsche,Cayenne,2006,Тюмень,бензин,4.5,340.0,АКПП,4WD,черный,200000.0,1 поколение,,383000
298,Porsche,Macan,2014,Челябинск,бензин,3.0,340.0,робот,4WD,черный,150000.0,1 поколение,2.0,3049000
299,Porsche,Cayenne,2020,Москва,бензин,3.0,340.0,АКПП,4WD,черный,46489.0,3 поколение,1.0,8160000
300,Porsche,Cayenne,2010,Новосибирск,дизель,3.0,245.0,АКПП,4WD,белый,220000.0,2 поколение,3.0,2400000
301,Porsche,Cayenne,2011,Хабаровск,электро,,380.0,автомат,4WD,коричневый,136800.0,2 поколение,2.0,2399000
302,Porsche,Cayenne,2018,Красноярск,бензин,4.0,550.0,АКПП,4WD,черный,88801.0,3 поколение,2.0,12000000
303,Porsche,Macan,2014,Новосибирск,бензин,3.0,340.0,робот,4WD,белый,124000.0,1 поколение,6.0,2890000
304,Porsche,Cayenne,2004,Улан-Удэ,бензин,4.5,340.0,АКПП,4WD,черный,290000.0,1 поколение,5.0,690000
305,Porsche,Cayenne,2016,Молодежный,дизель,3.0,245.0,АКПП,4WD,белый,130000.0,"2 поколение, рестайлинг",,4999999
306,Porsche,Cayenne,2021,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,серый,30500.0,3 поколение,2.0,9300000
307,Porsche,Cayenne Coupe,2022,Тюмень,бензин,3.0,340.0,АКПП,4WD,черный,22.0,1 поколение,,16733627
308,Porsche,Cayenne,2004,Сергиев Посад,бензин,3.2,250.0,механика,4WD,черный,308000.0,1 поколение,8.0,800000
309,Porsche,Boxster,2017,Красноярск,бензин,2.5,350.0,робот,задний,белый,33000.0,4 поколение,3.0,6300000
310,Porsche,Cayenne,2015,Санкт-Петербург,бензин,3.6,300.0,АКПП,4WD,черный,170272.0,"2 поколение, рестайлинг",1.0,3248000
311,Porsche,Cayenne,2002,Екатеринбург,бензин,4.5,340.0,АКПП,4WD,зеленый,220000.0,1 поколение,11.0,1099000
312,Porsche,Cayenne,2010,Москва,бензин,4.8,500.0,АКПП,4WD,черный,109000.0,2 поколение,2.0,1700000
313,Porsche,Cayenne,2005,Хабаровск,бензин,4.5,450.0,АКПП,4WD,черный,200.0,1 поколение,,530000
314,Porsche,Macan,2015,Москва,бензин,3.0,340.0,робот,4WD,белый,72646.0,1 поколение,4.0,2640640
315,Porsche,Cayenne,2012,Москва,бензин,4.8,400.0,АКПП,4WD,черный,217000.0,2 поколение,2.0,2350000
316,Porsche,Macan,2021,Москва,бензин,2.0,252.0,робот,4WD,серый,33275.0,"1 поколение, рестайлинг",2.0,7180000
317,Porsche,Cayenne,2022,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,черный,22.0,3 поколение,,15200000
318,Porsche,Cayenne,2011,Новосибирск,бензин,4.8,500.0,АКПП,4WD,черный,10000.0,2 поколение,,2550000
319,Porsche,Cayenne,2020,Пермь,бензин,3.0,340.0,АКПП,4WD,белый,74536.0,3 поколение,2.0,6990000
